source|target
df996b89-bf39-5f62-948e-e0a99977ecfd|Challenge_6
604f5a15-d233-59cf-8477-bb36074f40a1|Challenge_1
7b2311ce-ec54-5cf8-9d90-665d54bb83bf|Challenge_1
9d0c0739-6c12-5284-bf33-bba8163430c6|Challenge_1
94c4754c-9b1f-5b1b-81d2-b6d4e0ab30a0|Challenge_1
13d8f711-860f-5a3b-856f-ddf4b38cede7|Challenge_1
df996b89-bf39-5f62-948e-e0a99977ecfd|Challenge_4
faf44597-a5fd-5c6d-82be-f7c2bae1b2a8|Challenge_4
05e7c88e-975a-5001-96b6-d91c44554aa7|Challenge_6
3d44812e-0506-5b82-b79f-32194c72258b|Challenge_6
e7e98e43-7120-532e-8a59-82d95efba671|Challenge_10
7d813974-b532-5e8e-9958-f16d014b7394|Challenge_5
fa394308-e7f7-5d9f-96e7-27cd8828a8c2|Challenge_1
33f1ba5a-3fa1-527c-b159-1a9085b81cb7|Challenge_1
295af3dc-f033-58b7-9e75-c67e2d2803ec|Challenge_17
77c7c8c9-e27d-586a-946d-ecbddd29a3a8|Challenge_1
36b4a881-40c8-5fc3-a04c-4345d6db9b33|Challenge_6
38182372-23ae-576e-ad5c-27f1471c1906|Challenge_1
c5ab0417-7445-501a-8756-efac81019599|Challenge_1
acb19fca-17bf-5d50-8ef3-be102b4be556|Challenge_17
408cc305-b8f9-51be-ab5f-1fd082a8a99a|Challenge_1
7667990f-872f-5b6e-b30d-1ad43785d7dc|Challenge_4
fcdac258-b8af-5136-802c-97711256a474|Challenge_6
84cf2b27-3459-5a7b-9984-0dfd6b2c1bdf|Challenge_1
2d2976fd-fcd8-5c87-aaff-f7e45bb2259c|Challenge_1
4d4eb858-d2a9-530f-91f6-14e546a96e54|Challenge_5
a2a1cf48-c344-58fc-af09-764cfb771429|Challenge_4
c084ee8a-70e9-55e6-8575-70787ed41d77|Challenge_6
71823dc4-d6a9-5723-b43b-e8a5339e7bb1|Challenge_5
7e54bbdf-88ce-53c0-8367-06094a5634fe|Challenge_17
a931de24-62fc-5145-8a0f-8e6354e0a3b9|Challenge_17
6cadb5ff-4c2d-52eb-8d8e-94fdad69ec13|Challenge_6
c084ee8a-70e9-55e6-8575-70787ed41d77|Challenge_4
e9a7161d-1181-5d18-ac60-7c6474b08b8c|Challenge_17
a7ce7cbd-1a1d-57a5-97a0-4f1504eb533f|Challenge_4
08f7fd69-4f54-57b2-a5b9-f84c056ab92f|Challenge_10
3b1def04-b03c-5f59-9658-434d92da9265|Challenge_4
c6e79c8f-5af5-5485-9f3e-c70403b38716|Challenge_6
debd9eec-503a-523a-80e4-15410a2d6edb|Challenge_4
44bb3b40-41b4-534e-94f0-795dc6b9f01e|Challenge_4
16b3a910-0eb4-5df9-9a8e-f8248552848d|Challenge_5
8ad7a29b-5e8d-553b-859d-1fd43ecb70a0|Challenge_6
3687d00c-234f-5bae-be60-066f6d5402e2|Challenge_4
9220e9fa-aff9-5f02-b27c-bac459f345d6|Challenge_5
25a5dfef-2a70-5629-b1fb-1bc3ae26c09f|Challenge_5
c6e79c8f-5af5-5485-9f3e-c70403b38716|Challenge_4
3c838db5-92ce-5198-8ed7-f2b3eb56e639|Challenge_6
8ad7a29b-5e8d-553b-859d-1fd43ecb70a0|Challenge_4
373cbd66-b962-5387-aa60-bb6ecce6c96a|Challenge_4
93779d64-bb41-5658-8d87-84be439b76fe|Challenge_5
e3d3010c-d623-5d7a-9a6f-35323ab904c9|Challenge_1
d0eb8d85-1b55-5d81-a6ac-f3088597e843|Challenge_17
e9910f58-6438-556a-ba86-818ea31fb2a9|Challenge_1
6658781b-834e-5897-89b2-6ac85a16ed96|Challenge_10
257c00c0-89de-5268-8b90-131dd79205d6|Challenge_4
9726b841-c12d-5529-9825-62dfb85e0ad6|Challenge_6
3d8063b5-69f4-5979-b144-e954152d8d9b|Challenge_10
df996b89-bf39-5f62-948e-e0a99977ecfd|Challenge_5
2a561905-dfd7-5366-80f8-702fad75e107|Challenge_6
87676004-b8a5-5fc8-bcff-1b6ae8646b10|Challenge_1
884b861d-4bc6-5967-8284-5cee8dc2ef80|Challenge_1
c229bdbd-e157-581b-a314-c77bc8d50f49|Challenge_6
541de6a8-49ac-5c26-bee3-86a84fab04c6|Challenge_4
55d3bb51-1482-5075-b68e-1da9bf1fbda5|Challenge_4
1527aba5-af6c-5d70-aff2-cafd5e0d9ffb|Challenge_1
a18624ce-3d32-507f-8a96-4cd35c6cdc94|Challenge_1
ce8c354d-031c-545d-8dd1-2b452a725b0a|Challenge_1
733cbb7b-b4e0-5ab1-bcc3-7e0a9fc03e2d|Challenge_6
ff5d78fa-d9bb-5e05-a6cf-066fb76976eb|Challenge_1
c229bdbd-e157-581b-a314-c77bc8d50f49|Challenge_4
3cbb9abc-d3d9-56d2-8a99-faa095db0b6c|Challenge_4
8cee156f-b943-5c40-a323-0e9378d6bb6b|Challenge_1
ed8055e1-e343-54e5-b6a9-56d058dad194|Challenge_1
72c152f4-e15c-5ac2-a216-0329667d218c|Challenge_1
dcce33ff-a6a5-5563-85f3-4efa2a4863c6|Challenge_1
05e7c88e-975a-5001-96b6-d91c44554aa7|Challenge_5
538b8b34-d925-588b-bafd-53546b72f8e1|Challenge_1
72c152f4-e15c-5ac2-a216-0329667d218c|Challenge_5
e1c4d452-15ee-5baf-9057-47d7ad0c4ac6|Challenge_5
cec41564-ffd6-5f13-918c-81b05b071186|Challenge_6
be8bf615-6f44-563f-b05a-764179768494|Challenge_1
beb6ee34-bc87-587f-bb50-af13808badb0|Challenge_6
4ebd0208-8328-5d69-8c44-ec50939c0967|Challenge_1
4e2705f2-6f63-5264-9aa0-78defe46b86a|Challenge_1
cec41564-ffd6-5f13-918c-81b05b071186|Challenge_4
5bf73003-ef64-5a6a-860d-4614fe34dab8|Challenge_5
267b5ba5-8e30-57ad-84e9-df09338dc6a0|Challenge_4
0c167b95-0992-59a6-86e6-bdf1935768e7|Challenge_1
08f7fd69-4f54-57b2-a5b9-f84c056ab92f|Challenge_6
839b9eb1-0318-5868-8454-b6d4860fa4c5|Challenge_10
a2a1cf48-c344-58fc-af09-764cfb771429|Challenge_5
1ffa5786-41c7-5035-84be-cfe1e6817ac0|Challenge_4
d7af3f82-0e66-5783-a356-cdf34c445377|Challenge_1
761ab75b-0aeb-560d-92f4-d46ecaba0412|Challenge_4
c288fae3-38f7-50b4-8a9b-ecb63bf78abe|Challenge_1
e5d11fce-292a-56e7-a7ed-9f238b68332f|Challenge_4
c76abc26-664d-57ba-8506-f9e244909f3c|Challenge_1
c084ee8a-70e9-55e6-8575-70787ed41d77|Challenge_5
d5617d85-7698-5a36-a302-4a6864c67aae|Challenge_4
172ace0f-6fd5-5170-9977-3ad8b604a923|Challenge_1
3208fad9-9041-5db1-a4ec-132b6d5f1f77|Challenge_1
77828914-c87e-59a9-b6cd-849b128ec7ca|Challenge_4
6cadb5ff-4c2d-52eb-8d8e-94fdad69ec13|Challenge_5
c2e8e422-7461-5a74-ae7b-744662c058b2|Challenge_10
dd0f3ec0-b60a-58d2-af8f-52de51e6ec3f|Challenge_1
a5459a01-0253-5d32-8025-5a6a5b08aedc|Challenge_10
f048a647-c4d7-585b-a735-753dce7531df|Challenge_4
228fc41d-0106-5ad9-a006-84c15d23f9a9|Challenge_5
76e7ed9d-2494-5e0a-850c-24332e5ee091|Challenge_5
c022ab5b-d5c7-5ff5-b911-d5fff72f5868|Challenge_1
329bab3a-4867-5e0f-b9a6-8fdc0972e095|Challenge_1
cc205cef-b43e-5b2d-b8fc-9ab61b4d7461|Challenge_6
c6e79c8f-5af5-5485-9f3e-c70403b38716|Challenge_5
fefdbdbf-f313-57da-bde8-657ae7d821d1|Challenge_1
8ad7a29b-5e8d-553b-859d-1fd43ecb70a0|Challenge_5
cc205cef-b43e-5b2d-b8fc-9ab61b4d7461|Challenge_4
4b9633fd-1a45-5ef2-b79a-a6d8f04585ea|Challenge_1
7d5b2c6b-f4a1-5d43-8c0b-d27a110664b7|Challenge_4
6658781b-834e-5897-89b2-6ac85a16ed96|Challenge_6
ea65c626-5b30-5d54-a43a-0cdc383396c1|Challenge_6
5b0a1f3f-ce53-5e4d-ab8f-d7c189068882|Challenge_17
3921d623-5f68-5009-a302-e091d6672ebc|Challenge_6
ea65c626-5b30-5d54-a43a-0cdc383396c1|Challenge_4
87bf8b8d-0a1c-535c-b8f5-1ba45c4f3a95|Challenge_5
83dd1402-adc2-5705-9e4a-b439fab406ac|Challenge_6
4dfc4653-ea25-5a02-a503-ccffbd41b74b|Challenge_4
3921d623-5f68-5009-a302-e091d6672ebc|Challenge_4
c56515e5-d741-50d1-8e98-0247488ea450|Challenge_1
9f3cf554-3c41-5bf7-95bb-8c4bc4a4ea83|Challenge_1
2e4c12ab-5f42-5f82-a72e-f53a0e7db647|Challenge_5
83dd1402-adc2-5705-9e4a-b439fab406ac|Challenge_4
08d59296-3c55-5705-ac55-06c20ee54089|Challenge_5
7deed2f4-ab43-58ce-a26e-70266636f14b|Challenge_6
7b1809e1-1c7f-537d-875c-3f12d76ea349|Challenge_10
85503c78-2638-5081-9e38-b3d6bf9793dc|Challenge_10
ce718e2b-ebfe-5cc9-8fca-fb62157ca238|Challenge_1
257c00c0-89de-5268-8b90-131dd79205d6|Challenge_17
541de6a8-49ac-5c26-bee3-86a84fab04c6|Challenge_5
96ef8575-3987-555a-bfea-36c5b330135f|Challenge_4
45818540-6674-51ce-bc2f-8adaf6f0630f|Challenge_1
55d3bb51-1482-5075-b68e-1da9bf1fbda5|Challenge_5
852cfead-950f-5ce7-8e9f-7b6b53f1b596|Challenge_4
e2048e62-c1d0-5e15-84ce-3a0a10a4af28|Challenge_4
ec118c62-15bd-5fa5-a1ba-5df9463936e0|Challenge_6
79866fc5-3bca-55ff-bd95-90a9c8e678b2|Challenge_1
27366fad-9d47-5b1a-bfa9-1b80ec201b04|Challenge_6
fa209d88-34eb-52a0-8f51-61bf8ed2b2e6|Challenge_1
4a974772-4ef2-5213-abe8-1e33b27db5bc|Challenge_1
591c1fa4-6885-574f-9ec4-4f7533346e25|Challenge_10
18311aa5-d82d-54f4-a0a7-2bfea6753af5|Challenge_4
7334f68d-fe0e-5a8f-ad8a-26476a8a3cb7|Challenge_1
aeb988a1-8112-5b02-b87c-1dba977e8aa8|Challenge_10
3306aca4-d957-5366-9e95-0ef3effb3e83|Challenge_4
27366fad-9d47-5b1a-bfa9-1b80ec201b04|Challenge_4
7f212a83-25e9-534d-a751-23baedb19492|Challenge_1
a257e631-8655-5cb4-9a54-d897e9c2dc1d|Challenge_10
beb6ee34-bc87-587f-bb50-af13808badb0|Challenge_5
409bb358-2494-58a7-b6e6-45e05a007239|Challenge_1
267b5ba5-8e30-57ad-84e9-df09338dc6a0|Challenge_5
18f2a30c-56a4-5709-83d6-8d0ec7c20686|Challenge_6
409bb358-2494-58a7-b6e6-45e05a007239|Challenge_5
08f7fd69-4f54-57b2-a5b9-f84c056ab92f|Challenge_5
2767e0ca-e154-5653-947b-32f9874740ba|Challenge_1
a5459a01-0253-5d32-8025-5a6a5b08aedc|Challenge_4
c2e8e422-7461-5a74-ae7b-744662c058b2|Challenge_4
1ffa5786-41c7-5035-84be-cfe1e6817ac0|Challenge_17
d99c679c-0bdc-5cd0-a780-b6a2387144eb|Challenge_1
8f8af34d-8dae-54e0-be9b-5baef36fcf89|Challenge_5
f2ddd3cd-0f78-5562-b3bb-577f20a3322d|Challenge_1
8ea96f7e-8462-53ad-b153-1a93f4f4cd71|Challenge_1
d99c679c-0bdc-5cd0-a780-b6a2387144eb|Challenge_5
c6d4a008-94b6-5a27-b3ac-cda7bf7456ca|Challenge_6
177a9be5-eb78-5575-bce4-1627bac70dd3|Challenge_4
437b471d-c084-56e5-9409-5a6d5f3afeba|Challenge_4
0371c4b7-c22e-5ee1-8a84-8ad51283e21b|Challenge_1
ebb21d36-ade1-557f-b334-5ecefe57e4c0|Challenge_4
f048a647-c4d7-585b-a735-753dce7531df|Challenge_5
a024cf91-6b24-5f4d-bb8b-8345cbaa4726|Challenge_6
56079ea5-c4ec-5140-a97f-9f1c7cfee321|Challenge_4
bd1a2704-938f-5414-8674-1aab139f7478|Challenge_4
7336d57f-43a5-5f6b-a5bc-57b290145cda|Challenge_17
36cfc05b-506b-5b5d-9097-b89fecf163d6|Challenge_4
a024cf91-6b24-5f4d-bb8b-8345cbaa4726|Challenge_4
e6a1a527-43ad-5341-b79e-08aa83cf99a6|Challenge_1
b02f8814-ee06-5c98-b083-0f6dbda3f020|Challenge_5
3aee1322-a73c-5c4f-bc31-188b3056113f|Challenge_6
47a7893c-e967-5a6d-839f-a1f1db35a2ca|Challenge_1
47a7893c-e967-5a6d-839f-a1f1db35a2ca|Challenge_5
3aee1322-a73c-5c4f-bc31-188b3056113f|Challenge_4
ea65c626-5b30-5d54-a43a-0cdc383396c1|Challenge_5
4dfc4653-ea25-5a02-a503-ccffbd41b74b|Challenge_5
7b1809e1-1c7f-537d-875c-3f12d76ea349|Challenge_4
85503c78-2638-5081-9e38-b3d6bf9793dc|Challenge_4
521b04ce-540c-556b-8564-6f0fb84829f0|Challenge_4
d1768946-ce98-5523-95b4-e3796a85ba96|Challenge_6
5acd9cab-7ca9-5a9a-bac1-6193de6bd1de|Challenge_1
6672f549-c916-5632-bcf1-7945725dbfe9|Challenge_1
83dd1402-adc2-5705-9e4a-b439fab406ac|Challenge_5
91b5a4b1-5f95-5e8e-adf2-fb776491eef9|Challenge_1
1deea2e1-8503-561c-b7c3-b63d420f4b0b|Challenge_6
2bcb7b9a-c93b-55f4-ba89-edbd20ba3608|Challenge_1
fc35de3c-e353-5c3a-b35a-708a759e9f62|Challenge_4
e5c627c1-d755-53bb-9272-54a0a2e294be|Challenge_6
8f6b5d57-8fbb-51d0-bfee-803b7255ac3f|Challenge_5
5281aa7b-edb2-5d13-8753-ad91c3a408ef|Challenge_4
1b09fe6d-87f2-56b5-8e62-592071956b7e|Challenge_1
e5c627c1-d755-53bb-9272-54a0a2e294be|Challenge_4
0d2ef30d-d503-5d79-9e34-b7d00e03e5e3|Challenge_4
acb19fca-17bf-5d50-8ef3-be102b4be556|Challenge_10
674448d0-b2bb-55da-8ebc-fd57a4bedaef|Challenge_4
a257e631-8655-5cb4-9a54-d897e9c2dc1d|Challenge_6
a5fc3e5b-c50b-558f-a371-4e7ab480df84|Challenge_6
591c1fa4-6885-574f-9ec4-4f7533346e25|Challenge_4
52fb65a3-7784-5619-a706-d81a22fde108|Challenge_4
421c598a-3238-5ffa-b0c1-aefbd0ecd126|Challenge_1
839b9eb1-0318-5868-8454-b6d4860fa4c5|Challenge_5
ba2a98eb-3490-5117-804e-5551604d2320|Challenge_17
be358770-c0be-534c-aced-17cf753d2396|Challenge_10
12300048-e5cb-5322-af6d-034ad0d186fa|Challenge_4
b47576a5-a3fa-5f9c-8ece-1953a9f6653c|Challenge_1
f7fdccef-9e9c-58ac-9ee1-e0204907cefd|Challenge_1
3306aca4-d957-5366-9e95-0ef3effb3e83|Challenge_17
82b616b6-0733-5aea-85e1-5dd4e1f4db7d|Challenge_4
d2774905-d542-5d0e-bdf5-141b9a9b133e|Challenge_6
18f2a30c-56a4-5709-83d6-8d0ec7c20686|Challenge_5
b82117d0-cb52-5f21-8e34-ef6b858f6616|Challenge_6
7679c89c-8853-5cd5-86eb-0a7b04ce080d|Challenge_4
177a9be5-eb78-5575-bce4-1627bac70dd3|Challenge_5
8b5ce57c-b966-5025-98aa-d95ecaf77bc9|Challenge_5
19aa7194-2413-59f6-b5a9-539316786f6f|Challenge_6
71940a3f-1244-598d-95f9-0838896fa0c8|Challenge_6
6b801da8-897e-5b38-b3c0-62b4ab6077e1|Challenge_1
c6d4a008-94b6-5a27-b3ac-cda7bf7456ca|Challenge_5
a024cf91-6b24-5f4d-bb8b-8345cbaa4726|Challenge_5
71940a3f-1244-598d-95f9-0838896fa0c8|Challenge_4
09d1720a-ea43-5e86-b562-6eabaaa9fdef|Challenge_6
d93a0ac2-d363-55cb-a9a7-5d3a09592d9a|Challenge_6
9d0c0739-6c12-5284-bf33-bba8163430c6|Challenge_10
38edc217-c7df-544c-ac80-f467e0b77ea7|Challenge_1
3aee1322-a73c-5c4f-bc31-188b3056113f|Challenge_5
8dbac85a-c395-5587-b150-42a42ff11c34|Challenge_1
fafc10f1-74df-5627-a721-89fdf52b9bee|Challenge_5
ce983682-f937-5583-9005-500bab52879c|Challenge_1
8dbac85a-c395-5587-b150-42a42ff11c34|Challenge_5
5af0c511-cc44-57ef-aaa4-89f255fd3f59|Challenge_6
7929d6b4-bd91-5a5c-bced-2e98515fa2ed|Challenge_1
3dcb232d-933c-5252-95f0-db2371644e9c|Challenge_5
f4e88ee7-4961-5dad-ae32-6f5976edfc5e|Challenge_6
93779d64-bb41-5658-8d87-84be439b76fe|Challenge_6
d1768946-ce98-5523-95b4-e3796a85ba96|Challenge_5
3efa43c4-8ca4-5525-b845-da9800c7752a|Challenge_1
93779d64-bb41-5658-8d87-84be439b76fe|Challenge_4
1deea2e1-8503-561c-b7c3-b63d420f4b0b|Challenge_5
a08ae348-5898-5ec6-8042-3eeee4b67e03|Challenge_4
910f76e7-a566-5a06-a82b-223ea6f474c2|Challenge_4
d0bc6ccd-619e-5e9c-9c64-0152b5e4a4d6|Challenge_4
e5c627c1-d755-53bb-9272-54a0a2e294be|Challenge_5
4dacaca9-df5b-5e12-88a6-ce3bc7a6e814|Challenge_1
