id|published|year|month|title|authors|summary|journal_ref|doi|primary_category|categories|problem_def|keywords
c084ee8a-70e9-55e6-8575-70787ed41d77|2020-06-17T09:07:16|2020|6|Lower Bounds for Distributed Sketching of Maximal Matchings and Maximal Independent Sets|Sepehr Assadi,Gillat Kol,Rotem Oshman||||||Here is a concise summary of the problem definition addressed in this research: Context and Background: The problem of approximating maximum matching in graphs is a fundamental problem in computer science and has numerous applications in various fields, including computer networks, social networks, and data mining. In many real-world scenarios, the graph data is distributed across multiple machines or nodes, making it challenging to solve the maximum matching problem efficiently. This has led to the development of distributed algorithms, which, however, often rely on a high amount of communication between nodes. Problem Definition: The research addresses the problem of approximating maximum matching in graphs in a distributed setting, where the input graph is partitioned across multiple players, and each player can only communicate a limited amount of information to a central referee. The goal is to design a communication-efficient protocol that allows the players to collectively compute an approximate maximum matching in the graph. Key Objectives: The authors aim to develop a protocol that minimizes the communication cost, measured in terms of the number of bits sent by each player, while still achieving a good approximation of the maximum matching. Specifically, they seek to establish a lower bound on the communication complexity of approximating maximum matching in this distributed setting, which would provide a fundamental limit on the efficiency of any protocol designed to solve this problem.|Distributed Sketching,Maximal Matching,Maximal Independent Set,Communication Complexity,Lower Bounds,Graph Algorithms,Broadcast Congested Clique,Distributed Computing,Graph Problems,Algorithmic Complexity
9decf71d-ff1f-5bc4-b7af-b68a66db7f30|2019-02-28T09:26:46|2019|2|Potential Game Theoretic Learning for the Minimal Weighted Vertex Cover in Distributed Networking Systems|||||||The problem addressed in this research is the Minimal Weighted Vertex Cover (MWVC) problem in distributed networking systems. The context that makes this problem important is the need for efficient and decentralized solutions in modern distributed systems, where a central authority may not be available or reliable. In such systems, the MWVC problem arises when selecting a subset of nodes to monitor or control the entire network, with the goal of minimizing the total weight or cost of the selected nodes. The key objective of this research is to develop a distributed algorithm that can solve the MWVC problem in a decentralized manner, without relying on global information or a central authority. The authors aim to design a spatial potential game that can be played by nodes in the network, where each node makes decisions based on local information and interactions with its neighbors. The goal is to converge to a near-optimal solution that minimizes the total weight of the selected nodes, while ensuring that the entire network is covered. In summary, the problem definition addressed in this research is the MWVC problem in distributed networking systems, with the key objective of developing a decentralized algorithm that can efficiently solve the problem without relying on global information or a central authority.|Minimal Weighted Vertex Cover (MWVC),Distributed Optimization,Game Theoretic Approach,Nash Equilibrium,Vertex Cover,Graph Theory,Combinatorial Optimization,Distributed Algorithm,Relaxation Method,Convergence Analysis
c229bdbd-e157-581b-a314-c77bc8d50f49|2020-04-21T23:21:06+00:00|2020|4|Distributed Processing of k Shortest Path Queries over Dynamic Road Networks|Ziqiang Yu,Xiaohui Yu,Nick Koudas,Yang Liu,Yifan Li,,Yueting Chen,Dingyu Yang||||||The problem definition addressed in this research is the identification of K-Shortest Paths (KSPs) in dynamic undirected graphs, particularly in the context of road networks. The background that makes this problem important is the need for efficient and scalable solutions to process numerous KSP queries over large road networks in real-time, which is crucial for various location-based services such as route planning and traffic management. The key objectives or goals the authors set to address this problem are: 1. To develop a distributed solution that can efficiently identify KSPs in dynamic graphs, considering the constantly changing edge weights that represent evolving traffic conditions. 2. To design an approach that can process multiple KSP queries simultaneously, making it suitable for large-scale road networks with numerous users. 3. To provide a scalable solution that can adapt to changing graph structures and weights, ensuring that the identified KSPs remain optimal and up-to-date. Overall, the authors aim to develop a novel approach that can efficiently and effectively identify KSPs in dynamic graphs, enabling real-time route planning and traffic management in large-scale road networks.|KSP (K-Shortest Paths),Dynamic Road Networks,Graph Query Processing,Distributed Query Evaluation,Shortest Path Queries,Road Networks,Graphs,Query Processing,Dynamic Graphs,Navigation Services
f7761cb4-452e-545f-aeaf-237ee2fdc318|2021-05-05T14:28:59|2021|5|Near-optimal Distributed Triangle Enumeration via Expander Decompositions|||||||The problem definition addressed in this research revolves around graph optimization problems in the CONGEST model, a distributed computing framework where vertices in a graph represent computational devices, and edges represent bi-directional communication links. The context that makes this problem important is the increasing need for efficient distributed algorithms to process large-scale graph-structured data, which is common in modern applications such as social networks, web graphs, and biological networks. The key objectives or goals the authors set to address this problem are: To develop efficient distributed algorithms for solving graph optimization problems, such as triangle enumeration, sparse cut, and routing, in the CONGEST model. To minimize the round complexity, which is the number of communication rounds required to solve the problem, while ensuring that the algorithms are scalable and can handle large graphs. To bridge the gap between the CONGEST and CONGESTED CLIQUE models, which are two different distributed computing frameworks, by developing algorithms that can be efficiently implemented in both models. Overall, the authors aim to contribute to the development of efficient distributed algorithms for graph optimization problems, which is crucial for processing large-scale graph-structured data in modern applications.|Distributed,Graph,Algorithm,Routing,Congest,Model,Network,Communication,Complexity,Time
5bf73003-ef64-5a6a-860d-4614fe34dab8|2019-12-28T10:57:01+00:00|2019|12|Distributed Triangle Counting Algorithms in Simple Graph Stream|Mengdi Yu University of Electronic Science,Technology of China,Chao Song University of Electronic Science,Technology of China,Jiqing Gu University of Electronic Science,Technology of China,Ming Liu University of Electronic Science,Technology of China||||||The problem definition addressed in this research is the distributed triangle counting in graph streams. The context that makes this problem important is the increasing scale and complexity of graph-structured data, such as social networks, road traffic networks, and protein structures, where triangles are a fundamental structure. The rapid growth of these networks and the need for real-time analysis make it challenging to process and analyze graph streams efficiently. The key objective of this research is to design a distributed streaming algorithm that can accurately estimate the number of triangles in a graph stream while minimizing the communication cost and variance of estimates. The authors aim to develop an algorithm that can quickly distribute edges to workers, reduce the number of shared edge triangles in each worker, and provide an unbiased estimate of the global number of triangles in the graph stream. In summary, the problem of distributed triangle counting in graph streams is crucial due to the increasing scale and complexity of graph-structured data, and the authors' goal is to develop an efficient and accurate distributed algorithm that can handle large-scale graph streams in real-time.|Triangle counting,Distributed streaming algorithm,Graph stream,Approximate algorithm,Graph algorithm,Streaming algorithm,Distributed algorithm,Graph processing,Online algorithm,Unbiased estimation
7679c89c-8853-5cd5-86eb-0a7b04ce080d|2023-04-05T08:10:41|2023|4|Efficient and Scalable Distributed Graph Structural Clustering at Billion Scale|Kongzhang Hao||||||The problem definition addressed in this research is the distributed Structural Clustering Algorithm for Network (SCAN) on large-scale graphs. The context that makes this problem important is the increasing need to analyze and understand complex networks, which are ubiquitous in various domains such as social media, biology, and epidemiology. The SCAN algorithm is essential in identifying different roles of vertices in a graph, including hubs, outliers, and clusters, which is crucial in many applications such as viral marketing, epidemiology, and search engines. The key objectives or goals the authors set to address this problem are: 1. To develop an efficient and scalable distributed algorithm for SCAN that can handle billion-scale graphs. 2. To reduce the communication overhead and memory consumption, which are major challenges in existing distributed solutions. 3. To maintain the correctness of clustering results across different batches and handle skewed workloads in distributed systems. Overall, the authors aim to provide a distributed SCAN algorithm that is both efficient and scalable, enabling the analysis of large-scale graphs in a distributed computing environment.|Distributed,Graph,Clustering,SCAN,Structural,Algorithm,Scalable,Ecient,Billion-scale,Graph analysis
27f67358-83be-5303-b8bb-d1061e1c8d7a|2020-12-18T03:55:53|2020|12|Distributed Optimization for Weighted Vertex Cover via Heuristic Game Theoretic Learning|||||||The problem definition addressed in this research is the Minimum Weighted Vertex Cover (MWVC) problem, which is a classic NP-hard problem in graph theory. The context that makes this problem important is its wide range of practical applications, such as dynamic map labeling, gene sequence alignment, and mission planning for distributed satellites. The MWVC problem aims to find the optimal vertex cover in a weighted and undirected graph, which is a subset of vertices that touches at least one endpoint of all the edges in the graph, with the minimum weight sum. The key objectives or goals the authors set to address the problem are: 1. To develop a distributed algorithm that can provide closer-to-optimal solutions by introducing problem-specific information into distributed coordination. 2. To improve solution efficiency and computation speed compared to existing state-of-the-art algorithms. Overall, the authors aim to develop a more effective and efficient distributed algorithm to solve the MWVC problem, which has important implications for various real-world applications.|Minimum Weighted Vertex Cover (MWVC),Distributed Algorithm,Game Theory,Nash Equilibrium,Optimization,Graph Theory,Vertex Cover,Weighted Graph,Convergence,Potential Game
f756e97c-7e25-595a-bb8b-d84d607f0355|2016-02-26T04:12:00|2016|2|A Distributed Hybrid Algorithm for the GraphColoring Problem|||||||The problem addressed in this research is the Graph Coloring Problem (GCP), which is a well-known NP-hard problem in computer science and operations research. The context that makes this problem important is its numerous applications in various fields, such as scheduling, timetabling, and resource allocation. The GCP involves assigning colors to vertices in a graph such that no two adjacent vertices have the same color, with the goal of minimizing the number of colors used. The key objective of this research is to develop an efficient algorithm to solve the GCP, particularly for large and complex graphs. The authors aim to design a hybrid algorithm that combines the strengths of different optimization techniques, including multi-agent systems, reinforcement learning, and tabu search, to effectively explore the search space and find high-quality solutions. The ultimate goal is to find a legal k-coloring of the graph, where k is the minimum number of colors required, and to do so in a computationally efficient manner.|Graph Coloring Problem (GCP),Distributed Hybrid (DH),Multi-Agent System (MAS),Tabu Search,Crossover,Perturbation,Mediator Agent,Intensification,Diversification,Optimization
d1768946-ce98-5523-95b4-e3796a85ba96|2018-12-03T09:21:27|2018|12|VColor: A practical vertex-cut based approach for coloring large graphs|||||||The problem definition addressed in this research is the graph coloring problem, which is a fundamental NP-hard problem in graph theory. The context that makes this problem important is its wide range of real-world applications, including Operations Research, Communication Network, Computational Biology, and Compiler Optimization. In these applications, graph coloring is used to model various optimization problems, such as scheduling, frequency assignment, and register allocation. The key objective of this research is to develop an efficient algorithm for graph coloring that can minimize the number of colors used. The authors aim to achieve this goal by proposing a vertex cut-based coloring technique, which involves partitioning the graph into smaller subgraphs, coloring each subgraph, and then combining the local colorings to obtain a global coloring. The authors also focus on optimizing the coloring of a set of graphs, which is a common scenario in many real-world applications. Overall, the authors' goal is to develop a scalable and efficient graph coloring algorithm that can be applied to various real-world problems, with the ultimate objective of minimizing the number of colors used and improving the overall performance of the system.|Graph coloring,Vertex cut,Large graphs,Approximation algorithms,Optimization techniques,Graph database,Multi-query optimization,Coloring algorithms,Independent sets,Computational complexity
f7fdccef-9e9c-58ac-9ee1-e0204907cefd|2018-01-27T04:25:57|2018|1|Parallel algorithms for flexible pattern matching on big graphs|Hongzhi Wang||||||The problem addressed in this research revolves around efficiently identifying a specific group of people with diverse expertise from a large social network, which is represented as a graph. This problem is important in the context of project management, where a team with diverse skills and expertise is required to accomplish a project. The key objective is to find a subgraph in the social network that matches a given pattern, which represents the required team structure and expertise. The authors aim to address this problem by developing an efficient algorithm that can identify the desired team from a large social network, while minimizing data shipment and time complexity. The key goals are to: Develop a scalable algorithm that can handle large social networks. Minimize data shipment between machines to reduce communication overhead. Optimize the time complexity of the algorithm to ensure efficient processing. By achieving these goals, the authors aim to provide an efficient solution for identifying diverse teams from large social networks, which is crucial in various applications such as project management, team formation, and social network analysis.|Graph,Pattern,Matching,Partial,Retrieval,Memory,Semantics,Simulation,Isomorphism,Subgraph
538b8b34-d925-588b-bafd-53546b72f8e1|2015-11-12T02:50:37|2015|11|An Improved Distributed Algorithm for Maximal Independent Set|Mohsen Ghaffari||||||"The problem definition addressed in this research is the local complexity of the Maximal Independent Set (MIS) problem in distributed networks. The context that makes this problem important is that many distributed algorithms, including MIS, have been traditionally analyzed with a global mentality, focusing on the time until all nodes terminate, rather than the time until each individual node terminates. This global approach can lead to a gap in understanding the locality of the problem. The key objective of this research is to question whether this global mentality is necessary and to investigate the local complexity of the MIS problem. Specifically, the authors aim to answer the ""Local Complexity Question"": How long does it take for each particular node to terminate and know whether it is in the eventual MIS or not, with a high probability? The authors seek to provide a tight analysis of the local complexity of the MIS problem, focusing on the time until each node terminates, rather than the global time complexity."|MIS (Maximal Independent Set),Local Complexity,Distributed Algorithm,Graph Shattering,Randomized Algorithm,Luby's Algorithm,CONGESTED CLIQUE,Arboricity,Graph Theory,Distributed Computing
d33778dd-6b6a-5e6f-ac6a-c86f52877538|2018-11-05T16:24:17|2018|11|Distributed Maximal Independent Set using Small Messages|Mohsen Ghaffari||||||The problem addressed in this research is the design of efficient distributed algorithms for computing a Maximal Independent Set (MIS) in a graph, specifically in the LOCAL and CONGEST models of distributed computing. The context that makes this problem important is that MIS is a fundamental problem in graph theory, and its solution has numerous applications in various fields, including computer networks, social networks, and distributed systems. In the LOCAL model, the communication network is abstracted as an n-node graph, where each node has a processor that initially knows only its own O(log n) bit identifier. The goal is to design an algorithm that can compute an MIS in a small number of rounds, where each round allows each node to send one message to each of its neighbors. The key objectives of this research are to: 1. Develop an MIS algorithm that works in the CONGEST model, where each message has a size of at most O(log n) bits. 2. Achieve a round complexity that is polylogarithmic in the size of the graph. 3. Overcome the limitations of previous algorithms that relied on large messages and inherently needed large identifiers. By addressing these objectives, the authors aim to provide a more efficient and scalable solution for computing MIS in distributed systems, which can have a significant impact on various applications that rely on graph theory.|Distributed,Algorithm,Graph,Complexity,CONGEST,Model,Network,Decomposition,Shattering,Maximality
27366fad-9d47-5b1a-bfa9-1b80ec201b04|2014-05-13T07:26:28|2014|5|Continuous pattern detection over billion-edge graph using distributed framework|||||||The problem definition addressed in this research is the continuous pattern detection over evolving graphs. The context that makes this problem important is the increasing need for real-time monitoring and timely response in various applications, such as social networks, cybersecurity, and recommender systems, where graphs are highly dynamic with frequent additions and removals of vertices and edges. The key objective of this research is to develop an efficient and scalable method for detecting patterns in evolving graphs, which can facilitate timely responses to emerging patterns. The authors aim to address this problem by designing a query evaluation framework that can handle continuous pattern detection over evolving graphs, with a focus on minimizing the response time and memory consumption. The ultimate goal is to provide a timely and efficient solution for monitoring related systems, enabling end-users to respond promptly to emerging patterns in the underlying graphs.|Graph,Pattern,Query,Exploration,Matching,Subgraph,Isomorphism,Join,Incremental,Evaluation
5acd9cab-7ca9-5a9a-bac1-6193de6bd1de|2014-03-28T16:18:18|2014|3|Efﬁcient Cohesive Subgraphs Detection in Parallel|simon||||||The problem definition addressed in this research is the k-truss detection problem in massive graphs. The context that makes this problem important is the need to analyze and understand the structure of large-scale graphs, which is crucial in various applications such as social network analysis, recommendation systems, and data mining. However, traditional cohesive subgraph definitions, such as cliques, are too strict and often do not exist in real-world graphs. The k-truss detection problem is a relaxed form of cohesive subgraph detection, which aims to find subgraphs where each edge is involved in at least k-2 triangles. The key objective of this research is to develop an efficient parallel algorithm to detect the maximal k-truss in a graph, which is a fundamental problem in graph analysis. The authors' goal is to design a scalable and efficient algorithm that can handle massive graphs and minimize the number of iterations required to detect the maximal k-truss. They aim to achieve this by exploiting the power-law distribution of edge supports in real-world graphs and developing a parallel algorithm that can take advantage of distributed computing architectures. Overall, the authors' objective is to provide a practical solution for k-truss detection in large-scale graphs, enabling faster and more accurate graph analysis in various applications.|k-truss,Cohesive subgraph,Graph algorithm,Parallel computing,Graph detection,Massive graph analysis,Social cohesion,Graph processing,Subgraph detection,Polynomial time
